frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
17,128,5,22.8457974977044,128,5,78.1210804089658,128,5,41.10362776787,147,5,19.6771404324621,137,5,16.9391140503711,105,4,4.5702917723384,2023/7/20 16:05:59
18,153,6,17.7756830372436,153,6,73.0611641931056,153,6,33.2871961501337,149,5,11.0053138784655,152,6,7.20265164268044,157,6,7.09864487029664,2023/7/20 16:05:59
19,100,4,24.738856750363,100,4,59.1170770927505,100,4,23.8110001136434,152,6,15.4698715549543,157,6,14.3952483495203,162,6,11.7826179021454,2023/7/20 16:05:59
20,169,6,19.5117515903913,169,6,158.954280540765,169,6,24.075840907996,157,6,16.6298252826076,157,6,13.2555126954123,160,6,10.244310266069,2023/7/20 16:05:59
21,161,6,28.455389710227,161,6,16.970745249528,161,6,23.9817867408054,170,6,16.061186722674,169,6,15.4618842424303,172,6,11.7690518119345,2023/7/20 16:05:59
22,170,6,28.6459856995161,170,6,17.2897789389472,170,6,22.1134520835063,119,4,20.0362145098026,122,5,18.8848334653841,109,4,11.9204153354925,2023/7/20 16:05:59
23,112,4,10.6085957929035,112,4,6.47592230478898,112,4,7.71630329118384,136,5,4.14548958781043,130,5,4.80679604994387,117,4,4.889523091224,2023/7/20 16:05:59
24,115,4,13.0779131302566,115,4,21.9394800206942,115,4,12.2122783745112,149,5,12.2901850703693,160,6,14.9948014056778,150,6,11.7393624332004,2023/7/20 16:05:59
25,108,4,7.96598437451906,108,4,10.5419524657032,108,4,8.36708209124154,77,3,4.20091529642281,78,3,4.41701287030908,53,2,2.4532762691967,2023/7/20 16:05:59
26,84,3,5.64115268498775,84,3,4.46410077368332,84,3,13.9580561178183,117,4,8.10246241609706,100,4,4.02069134317529,85,3,3.35127888122957,2023/7/20 16:05:59
27,69,3,12.6042490976689,69,3,14.7247571281967,69,3,11.123257417127,138,5,14.7425193226374,73,3,13.4443325647514,113,4,13.5208604437933,2023/7/20 16:05:59
28,139,5,12.5681442484386,139,5,19.3664078210622,139,5,13.0800956641989,84,3,7.40968983764286,55,2,2.34315674541576,59,2,4.79550327808623,2023/7/20 16:06:00
29,78,3,23.4203139593017,78,3,14.6567490026371,78,3,12.8282287788952,97,4,8.91549428699551,62,3,7.08416464995893,59,2,5.65667781675225,2023/7/20 16:06:00
30,80,3,24.2334223246697,80,3,30.6213797508396,80,3,26.6104001570853,135,5,24.9178147654332,121,5,18.5785010609114,96,4,10.3067400038095,2023/7/20 16:06:00
31,159,6,21.6733160595768,159,6,19.6124815686195,159,6,19.052564363673,163,6,15.1021405668798,162,6,10.4446222822768,159,6,5.8513182222652,2023/7/20 16:06:00
32,93,4,15.8500942224041,93,4,18.2340187730055,93,4,16.7842206017403,133,5,13.2642197626754,97,4,7.86224224353615,126,5,2.69388486269612,2023/7/20 16:06:00
33,69,3,14.5615218621468,69,3,6.83538939173244,69,3,13.0298768280799,146,5,10.856167846879,118,4,5.98100654761596,80,3,2.7164078743521,2023/7/20 16:06:00
34,116,4,9.41538963387609,116,4,5.11871004381592,116,4,17.2321554810959,134,5,8.95438639108344,114,4,10.4209797742994,117,4,3.5113210043069,2023/7/20 16:06:00
35,109,4,16.4729327170504,109,4,11.1716707000838,109,4,15.019088371891,167,6,14.0824846705007,163,6,10.2978109225905,167,6,9.82538715626979,2023/7/20 16:06:00
36,121,5,8.59130548498948,121,5,14.4268805595352,121,5,21.1897956524177,142,5,16.0727702055023,147,5,11.3178662067532,155,6,11.1381280222989,2023/7/20 16:06:00
