frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
281,79,3,13.0030641605108,79,3,27.4122180137412,79,3,21.9062595147457,122,5,15.6002567119784,103,4,13.2474067714625,93,4,13.7276150453006,2021/12/2 12:25:17
282,131,5,11.6638065573179,131,5,13.0448061042331,131,5,16.6084931253082,164,6,15.0181055015313,156,6,13.2702965359399,106,4,8.87888016495292,2021/12/2 12:25:17
283,151,6,12.8829035683116,151,6,29.3448927789845,151,6,32.4959197149439,166,6,28.6314068134304,164,6,22.5988026153958,149,5,10.9287564931668,2021/12/2 12:25:17
284,123,5,17.1260744955458,123,5,35.9192393331093,123,5,50.1718782745597,161,6,52.9111155021229,172,6,50.4846493926137,159,6,18.0837801968806,2021/12/2 12:25:17
285,155,6,29.7854200092444,155,6,41.4444690676819,155,6,27.7122954995563,145,5,31.5262207332261,165,6,36.7055818945413,170,6,24.6128174179488,2021/12/2 12:25:17
286,172,6,46.7995370760501,172,6,36.5623986494092,172,6,29.0916750256401,144,5,22.8713224439763,155,6,28.038796466032,171,6,30.5776998143871,2021/12/2 12:25:17
287,170,6,45.5180173641963,170,6,33.6180454334481,170,6,17.8262965727756,158,6,14.7789813548139,177,6,22.0242596462471,176,6,33.3816164296932,2021/12/2 12:25:17
288,175,6,87.4734407789671,175,6,126.699546225097,175,6,91.3027723284879,172,6,77.3587926499622,171,6,64.5896338092077,172,6,47.289304726353,2021/12/2 12:25:17
289,178,6,81.8167459792137,178,6,106.286331287764,178,6,95.3818279675187,175,6,92.1848619301134,172,6,76.5897494997296,175,6,48.0368778444431,2021/12/2 12:25:17
290,170,6,98.3834968161148,170,6,103.354726519543,170,6,92.7906464980416,170,6,85.1615559099995,169,6,68.5849004341154,171,6,61.5801581224074,2021/12/2 12:25:17
291,178,6,130.399822625846,178,6,134.137306005735,178,6,119.045134989325,176,6,107.649940245653,174,6,93.2172451009616,177,6,81.9802921260574,2021/12/2 12:25:17
292,171,6,183.672090728857,171,6,164.165303763139,171,6,160.538692851337,177,6,147.483728886556,177,6,116.51094435911,174,6,103.193750294833,2021/12/2 12:25:17
293,175,6,154.181498864818,175,6,135.374040751447,175,6,130.167061604836,178,6,127.480263674049,179,6,116.353850128649,177,6,112.33528105881,2021/12/2 12:25:17
294,177,6,179.346344355538,177,6,171.004084909973,177,6,156.386340322222,179,6,138.832351056642,179,6,115.677947804138,179,6,128.137649313338,2021/12/2 12:25:17
295,177,6,168.369710961816,177,6,170.522212677331,177,6,165.970043930271,177,6,154.05243690447,177,6,136.411504381122,178,6,131.45148462567,2021/12/2 12:25:17
296,178,6,172.715929904459,178,6,158.441818087178,178,6,142.757311088354,177,6,135.49356882598,178,6,133.785023995687,176,6,130.97345221147,2021/12/2 12:25:17
297,177,6,195.80722032353,177,6,212.972487152204,177,6,218.155716773143,176,6,216.192721760393,176,6,209.364280789684,177,6,162.204966332366,2021/12/2 12:25:17
298,170,6,224.514880434873,170,6,215.931967929,170,6,216.444648928134,177,6,211.729914929374,177,6,206.231840615692,178,6,183.111548172107,2021/12/2 12:25:17
299,172,6,236.417351593437,172,6,287.708360313057,172,6,320.104081826752,177,6,339.438357512013,176,6,337.076264593886,178,6,261.37839604317,2021/12/2 12:25:17
300,176,6,233.113935683924,176,6,226.006464163991,176,6,214.989679349588,176,6,206.153780658933,176,6,200.530855315321,179,6,224.113997055436,2021/12/2 12:25:17
301,175,6,223.117729692038,175,6,292.76485264246,175,6,290.759103667591,165,6,275.132105053598,165,6,249.767403759688,175,6,246.538722516898,2021/12/2 12:25:17
302,173,6,231.850243466088,173,6,207.294021719247,173,6,221.19162221785,160,6,212.684817556039,161,6,203.256286704092,176,6,243.956780852739,2021/12/2 12:25:17
303,172,6,201.691002700889,172,6,302.104929783817,172,6,318.975187407097,161,6,316.833693674541,162,6,303.50749646489,176,6,258.15070768403,2021/12/2 12:25:17
304,171,6,245.818605886603,171,6,215.260002380941,171,6,242.486318861317,162,6,239.27490610503,163,6,229.317600200234,176,6,240.483589108699,2021/12/2 12:25:17
305,175,6,223.765831448532,175,6,294.948601021861,175,6,313.043758352737,176,6,316.764232636526,176,6,304.087275771345,179,6,265.405925304871,2021/12/2 12:25:17
306,174,6,242.863682338028,174,6,295.623836449206,174,6,298.325913814658,166,6,287.141589854205,167,6,266.699322993285,174,6,268.076766585557,2021/12/2 12:25:17
307,170,6,220.953360132872,170,6,214.915440731304,170,6,232.646603111618,161,6,237.889316875129,162,6,239.970064925462,173,6,253.902197375844,2021/12/2 12:25:17
308,170,6,259.611067677961,170,6,331.995177252369,170,6,332.815562406069,163,6,314.904167408613,164,6,281.622674274439,174,6,270.352203880591,2021/12/2 12:25:17
309,172,6,207.374136208269,172,6,210.640147655483,172,6,229.780827769506,169,6,242.603813981693,170,6,251.80224112063,178,6,263.278060004859,2021/12/2 12:25:17
310,174,6,202.160514962457,174,6,222.347399832766,174,6,251.699691702488,170,6,258.33120464232,171,6,250.418487459764,175,6,240.009658704309,2021/12/2 12:25:17
311,166,6,246.453612965929,166,6,298.19340830353,166,6,285.333113473726,159,6,269.142329461546,162,6,245.869552110336,174,6,246.20522040862,2021/12/2 12:25:17
312,170,6,212.238822948274,170,6,211.303979319571,170,6,223.077773151556,161,6,231.694372897442,163,6,238.098798170791,175,6,250.977620347394,2021/12/2 12:25:17
313,168,6,259.883329428825,168,6,337.612856159577,168,6,331.286198110094,160,6,318.506393325946,162,6,293.491059210756,176,6,263.146553422686,2021/12/2 12:25:17
314,171,6,256.694245496705,171,6,260.180369307634,171,6,274.000355102174,168,6,276.604827798204,168,6,269.023318297003,178,6,259.880580828567,2021/12/2 12:25:17
315,179,6,241.392663181077,179,6,271.751276268086,179,6,286.234830981191,178,6,297.601691906313,178,6,298.463860817718,178,6,260.610693350585,2021/12/2 12:25:17
316,175,6,237.664733780758,175,6,276.899297468468,175,6,283.449724486318,177,6,284.826758539871,178,6,278.171524509911,178,6,256.551979449362,2021/12/2 12:25:17
317,177,6,236.940500388983,177,6,282.241320007047,177,6,297.512282930642,177,6,305.129225771556,176,6,300.351842938979,179,6,249.860524101792,2021/12/2 12:25:18
318,174,6,228.51238013549,174,6,291.711413467503,174,6,309.010579451811,173,6,303.97474397548,174,6,281.209162141842,173,6,228.997425299585,2021/12/2 12:25:18
319,173,6,252.743778217635,173,6,326.249838151778,173,6,302.101149459569,163,6,264.652924838954,164,6,228.00837268022,174,6,231.762417899457,2021/12/2 12:25:18
320,174,6,223.185647505726,174,6,232.268370150176,174,6,243.384166194078,170,6,240.504462274472,170,6,233.851783293855,178,6,239.097216269229,2021/12/2 12:25:18
321,172,6,221.296260259744,172,6,256.010310239671,172,6,267.057617665505,176,6,258.553232842292,176,6,238.618162683153,178,6,244.859343237356,2021/12/2 12:25:18
322,179,6,169.71401197609,179,6,214.175234513076,179,6,225.305296136305,178,6,214.969242590961,177,6,200.69525496682,179,6,215.468245427989,2021/12/2 12:25:18
323,174,6,160.831796015967,174,6,207.165024059982,174,6,222.78717533821,178,6,219.919105521169,178,6,211.014933017213,177,6,205.805642669012,2021/12/2 12:25:18
324,176,6,180.305313675702,176,6,223.440521463758,176,6,246.769144620836,178,6,244.546057559505,177,6,228.086848340431,179,6,215.978748305076,2021/12/2 12:25:18
325,179,6,189.988089657668,179,6,209.183707090598,179,6,219.689300956145,177,6,210.794652573088,177,6,191.516382313834,178,6,212.045421672888,2021/12/2 12:25:18
326,176,6,168.363702352144,176,6,193.124684361141,176,6,213.016653731949,179,6,215.659600657562,178,6,204.313938402126,179,6,204.104955564816,2021/12/2 12:25:18
327,168,6,138.419434424816,168,6,160.031764722285,168,6,185.421221725333,176,6,201.069547047711,176,6,207.321938669607,176,6,190.052918562168,2021/12/2 12:25:18
328,174,6,196.44970882912,174,6,212.4363977037,174,6,234.749936946408,176,6,230.090689884199,176,6,203.806973232281,177,6,190.640067144427,2021/12/2 12:25:18
329,172,6,144.559761420105,172,6,152.600556608618,172,6,176.014018356517,176,6,182.333033980242,176,6,171.106336852165,177,6,165.582180588087,2021/12/2 12:25:18
330,174,6,213.327602303631,174,6,214.456236866302,174,6,248.624323605852,177,6,254.988096753108,177,6,231.118100003681,177,6,206.330268463074,2021/12/2 12:25:18
331,174,6,143.340327751692,174,6,170.936499847621,174,6,206.599167880248,176,6,222.485023248819,176,6,216.620444805718,178,6,172.430644359812,2021/12/2 12:25:18
332,176,6,172.157166645319,176,6,165.211409817236,176,6,185.842944396263,175,6,189.263251306692,176,6,173.851165582856,176,6,161.671092225259,2021/12/2 12:25:18
333,174,6,176.345977932604,174,6,168.713844416259,174,6,192.869009724676,175,6,196.205147540953,175,6,176.883149496124,179,6,165.300349856143,2021/12/2 12:25:18
334,172,6,211.404019799245,172,6,186.140032489955,172,6,203.595700027369,171,6,206.185221049935,170,6,190.729396235447,173,6,187.169714280914,2021/12/2 12:25:18
335,175,6,140.974626321545,175,6,139.514532747747,175,6,161.774815256266,174,6,178.595787175877,176,6,182.248745870929,177,6,153.9517999795,2021/12/2 12:25:18
336,169,6,175.960244794366,169,6,166.603957634502,169,6,178.047329649352,173,6,186.691950239342,174,6,180.36148806371,176,6,160.797780222895,2021/12/2 12:25:18
337,179,6,186.138163275477,179,6,186.363887594925,179,6,195.962957951738,179,6,200.07708490853,179,6,189.820927422072,178,6,184.100872886543,2021/12/2 12:25:18
338,172,6,196.304351007513,172,6,196.688428421801,172,6,206.804511156998,174,6,210.196027164527,174,6,197.881927708802,174,6,185.839029169345,2021/12/2 12:25:18
339,166,6,178.304208051339,166,6,190.584207108915,166,6,198.05980677481,167,6,197.401346926564,168,6,181.345924716392,175,6,166.321873568639,2021/12/2 12:25:18
340,166,6,243.772581806016,166,6,225.949508823535,166,6,214.100343777204,167,6,195.757397745477,167,6,170.710770835481,176,6,198.93220338237,2021/12/2 12:25:18
341,175,6,226.142216328656,175,6,210.983623088378,175,6,202.263040013269,171,6,183.156723333337,171,6,152.389484452356,177,6,189.319825309932,2021/12/2 12:25:18
342,163,6,195.377832447972,163,6,184.861395286773,163,6,182.883231515702,167,6,170.251007414583,167,6,146.435284906227,169,6,176.235230234653,2021/12/2 12:25:18
343,156,6,159.256075627545,156,6,266.119813498331,156,6,299.747201524301,178,6,261.997987607414,174,6,220.757924341019,170,6,146.109510830038,2021/12/2 12:25:18
344,177,6,129.968186671207,177,6,236.286138061039,177,6,259.765573393722,177,6,252.155725831976,177,6,198.65196264262,175,6,138.526431982556,2021/12/2 12:25:18
345,172,6,155.33291368393,172,6,211.727760841562,172,6,234.106354857453,175,6,231.345536626834,175,6,187.748885800199,178,6,150.075608800232,2021/12/2 12:25:18
346,169,6,139.336970576048,169,6,168.542948684005,169,6,187.554423367035,175,6,185.615631759346,172,6,156.549205030795,177,6,141.849174667186,2021/12/2 12:25:18
347,165,6,45.7432173963218,165,6,128.273320666195,165,6,150.384681380471,176,6,159.913869855826,178,6,145.071837335662,174,6,96.4761494111134,2021/12/2 12:25:18
348,166,6,146.801593558305,166,6,196.968693086564,166,6,205.639804537516,172,6,201.52051487176,174,6,175.617347814084,176,6,131.145970498188,2021/12/2 12:25:18
349,179,6,106.929347434647,179,6,130.948086384575,179,6,150.28123060235,179,6,153.524301096188,178,6,144.306818636921,176,6,118.903683047141,2021/12/2 12:25:18
350,171,6,129.017557685405,171,6,149.076993833883,171,6,176.463535266095,178,6,183.131499168745,178,6,166.256505023853,176,6,126.657388106043,2021/12/2 12:25:18
351,177,6,74.5658777611175,177,6,140.815574949706,177,6,164.506914434628,177,6,167.903314182136,178,6,152.219026097411,176,6,99.8364988308256,2021/12/2 12:25:18
352,179,6,105.744589995145,179,6,139.137744691841,179,6,158.684043810977,179,6,162.464538318745,178,6,150.709292671506,179,6,111.255942766832,2021/12/2 12:25:18
353,174,6,127.797051458679,174,6,134.48266795212,174,6,154.785848840393,177,6,160.74640729495,179,6,147.436118672053,178,6,122.520654368512,2021/12/2 12:25:18
354,171,6,126.582936680264,171,6,128.77953131016,171,6,145.321206588965,176,6,147.183390975729,176,6,126.0467900986,176,6,105.327777054621,2021/12/2 12:25:18
355,164,6,57.3415152496875,164,6,118.746514531564,164,6,141.310601858558,174,6,148.309473367073,175,6,129.25457266784,172,6,68.1676747333832,2021/12/2 12:25:18
356,176,6,76.4807794062315,176,6,78.3795666682767,176,6,92.6044395396222,176,6,99.2173444774054,177,6,91.0837081191611,178,6,72.182235780138,2021/12/2 12:25:18
357,173,6,70.2007599693801,173,6,80.087074611365,173,6,94.8658417026682,177,6,100.652635972354,178,6,89.2801681105883,177,6,65.3001338924412,2021/12/2 12:25:18
358,173,6,59.7196799621517,173,6,39.5512589499513,173,6,51.8507251710872,168,6,59.9525098310289,167,6,55.0939561770364,170,6,53.4755323140689,2021/12/2 12:25:18
359,176,6,43.8568478497672,176,6,57.0328423601714,176,6,66.8532581856018,167,6,68.9226773341883,169,6,55.998173050442,170,6,39.826055378158,2021/12/2 12:25:18
360,160,6,24.7019063814593,160,6,31.9627643839992,160,6,39.1753565316992,171,6,40.7171691392371,177,6,35.1962312634864,171,6,27.9353706623674,2021/12/2 12:25:18
361,171,6,19.027134966407,171,6,15.0714554289761,171,6,20.3466042495617,176,6,21.0384917102905,161,6,16.5500503308688,166,6,20.1836109049504,2021/12/2 12:25:18
362,144,5,19.0440027163543,144,5,22.712406830411,144,5,28.2702054121998,166,6,29.763171100879,170,6,25.0772548266692,160,6,19.3917469433603,2021/12/2 12:25:18
363,109,4,28.6120368295205,109,4,60.2875130935311,109,4,78.441050651221,6,1,80.5730330853377,10,1,69.2967134268369,162,6,25.1188212307047,2021/12/2 12:25:18
364,100,4,36.1598371927929,100,4,20.5922456298579,100,4,39.0399212316832,8,1,49.4763204942742,5,1,51.033344573117,137,5,15.207002034562,2021/12/2 12:25:18
365,138,5,40.8761072837153,138,5,69.9660515836535,138,5,84.4470368359257,159,6,84.2843842871561,136,5,71.3673922012999,162,6,28.6972266907698,2021/12/2 12:25:18
366,171,6,34.6434735578987,171,6,21.1684192457102,171,6,28.5273623150433,154,6,25.763174188894,136,5,13.4272691621791,163,6,20.629326471055,2021/12/2 12:25:18
367,172,6,38.6218635220694,172,6,49.4309775542338,172,6,55.9348777324937,174,6,53.5344835322008,169,6,37.9567669098813,173,6,36.1826552744493,2021/12/2 12:25:18
368,170,6,39.9462415772541,170,6,34.2352200965225,170,6,33.9304083675267,172,6,29.9070419904664,170,6,19.3375884750865,170,6,33.8913929041914,2021/12/2 12:25:18
369,163,6,40.2995517370451,163,6,44.5944503919866,163,6,46.9135904762339,175,6,43.9118610811828,176,6,36.7055934858917,170,6,34.5973975079551,2021/12/2 12:25:18
370,174,6,33.2260496187727,174,6,24.6520067975027,174,6,26.8323273174887,166,6,29.97361046304,166,6,33.4919459624832,172,6,31.5949249878141,2021/12/2 12:25:18
371,170,6,29.2182952140471,170,6,28.984002231774,170,6,30.6667661428299,159,6,32.5286366546753,164,6,32.9019763146853,176,6,31.0797034165091,2021/12/2 12:25:18
372,173,6,26.9184610882894,173,6,22.3494818188664,173,6,19.9594777416781,165,6,19.2012579217494,167,6,22.3260367917271,175,6,27.6574827376333,2021/12/2 12:25:18
373,167,6,28.3653960727148,167,6,26.2599835504519,167,6,25.334812131101,170,6,24.8351215522641,173,6,27.8555424861371,171,6,24.8648636789774,2021/12/2 12:25:18
374,172,6,33.6459633127614,172,6,37.170010829495,172,6,40.7657119864482,177,6,39.1012918535321,175,6,37.0467389177026,174,6,27.1250385885017,2021/12/2 12:25:18
375,171,6,26.086628069096,171,6,27.721293050231,171,6,33.3289479352939,172,6,31.7758423390547,172,6,28.1537551037045,170,6,24.6020885661404,2021/12/2 12:25:19
376,162,6,22.5229778266115,162,6,23.4073060311305,162,6,27.3498063699725,165,6,25.78101655547,172,6,22.890258900082,169,6,19.5317575139921,2021/12/2 12:25:19
377,164,6,10.3778004510765,164,6,13.258138577936,164,6,17.3074760142318,158,6,18.8959111638941,164,6,21.3548909749523,163,6,14.5466329050494,2021/12/2 12:25:19
378,158,6,8.84993659796372,158,6,13.2384360133116,158,6,19.7438505139014,124,5,20.9867572745632,137,5,17.8060706050227,168,6,8.94636894382488,2021/12/2 12:25:19
379,92,4,16.7643375653456,92,4,24.385363959399,92,4,23.3820379844595,91,4,26.9726815583515,93,4,30.730288370521,111,4,23.9052667391142,2021/12/2 12:25:19
380,149,5,9.43190165604323,149,5,25.3709810446269,149,5,24.1185837077492,172,6,20.5410831795704,166,6,14.4378461008179,137,5,6.74313751509624,2021/12/2 12:25:19
381,178,6,11.1031182722722,178,6,25.7530993731484,178,6,29.4747770541802,173,6,28.3977899805183,167,6,21.263287678419,163,6,9.33240896209016,2021/12/2 12:25:19
382,176,6,12.4427911482094,176,6,18.2794115254902,176,6,24.7126121109999,175,6,24.1321051044355,174,6,18.4631292144582,170,6,11.0795428828739,2021/12/2 12:25:19
383,171,6,20.0733877095183,171,6,29.6855824923799,171,6,37.6244016648206,160,6,37.7041378415373,161,6,30.2699150089893,155,6,14.8143713340923,2021/12/2 12:25:19
384,174,6,14.1733313977656,174,6,15.51592295365,174,6,22.7622679385769,171,6,24.7668816695708,171,6,21.1714588998922,175,6,11.2743191243634,2021/12/2 12:25:19
385,161,6,16.7155197166769,161,6,22.5774447384662,161,6,25.9427030103783,177,6,24.6303235646718,178,6,15.589494607543,169,6,9.88807529513084,2021/12/2 12:25:19
386,147,5,23.0186406125048,147,5,24.5687001041398,147,5,25.4782125621055,174,6,24.7407397599585,174,6,17.2754303533831,159,6,15.4806841754411,2021/12/2 12:25:19
387,161,6,19.600883999118,161,6,34.6026532822184,161,6,37.4865393593959,169,6,34.0375239449732,158,6,21.1401985927314,152,6,13.7991685271886,2021/12/2 12:25:19
388,159,6,11.1544947043588,159,6,22.607836091063,159,6,25.03142633511,171,6,20.8818179961608,160,6,7.23777199624186,146,5,3.77683269719809,2021/12/2 12:25:19
389,139,5,7.03362974983329,139,5,19.2636008253415,139,5,26.9710810749311,171,6,26.5875117359402,168,6,14.0346356674881,146,5,4.82991523112778,2021/12/2 12:25:19
390,122,5,5.83419001864618,122,5,11.780997128135,122,5,19.1568994301351,156,6,22.07167188546,106,4,13.6046247161089,137,5,5.84488843270539,2021/12/2 12:25:19
391,151,6,4.56990414018542,151,6,3.58264370332723,151,6,7.36040739392404,164,6,10.276808173339,150,6,6.21048747392773,167,6,8.02279940284476,2021/12/2 12:25:19
392,160,6,13.9820232801211,160,6,9.50053336922934,160,6,8.24299051125109,146,5,9.29165554100469,125,5,5.61190144658164,154,6,9.29218391619573,2021/12/2 12:25:19
393,144,5,13.4550992278598,144,5,6.35925810767572,144,5,10.2889645270646,144,5,13.5622877889321,127,5,7.74484429153887,156,6,8.21535793922405,2021/12/2 12:25:19
394,166,6,12.3081095247996,166,6,13.0094155622788,166,6,13.3054049963351,164,6,14.0723124990047,161,6,9.38572642334648,145,5,11.8372590555994,2021/12/2 12:25:19
395,111,4,13.8002719057672,111,4,17.6593118193229,111,4,16.2810993821486,131,5,15.8244293485273,142,5,14.0485895618181,118,4,12.5487534762633,2021/12/2 12:25:19
396,153,6,18.4765311087016,153,6,24.059284857207,153,6,34.3053641997688,169,6,40.4692834179104,171,6,40.2744778268304,161,6,22.2932569114743,2021/12/2 12:25:19
397,167,6,34.8572502157216,167,6,45.2551664246369,167,6,62.4161046524287,170,6,68.8704151172413,168,6,63.9706958424557,166,6,36.904973917972,2021/12/2 12:25:19
398,172,6,57.5777007325768,172,6,54.0146781454701,172,6,86.0761694014749,172,6,104.075630024592,174,6,101.114714075372,171,6,53.9468837163446,2021/12/2 12:25:19
399,174,6,108.63688337786,174,6,113.455972925941,174,6,146.253573091412,175,6,163.663910046592,174,6,157.667727452628,172,6,87.6686189298841,2021/12/2 12:25:19
400,178,6,154.170098921347,178,6,166.403113123054,178,6,199.72427010249,178,6,219.67490290994,178,6,205.294030053861,179,6,117.418770662973,2021/12/2 12:25:19
401,177,6,210.452531350452,177,6,212.855808307039,177,6,242.354909240824,176,6,254.932064907496,176,6,225.364698764936,178,6,151.884621171941,2021/12/2 12:25:19
402,173,6,270.351479753549,173,6,247.10630969065,173,6,275.633638865607,176,6,286.892730615969,176,6,256.763591109815,178,6,198.051858102317,2021/12/2 12:25:19
403,179,6,246.664168399287,179,6,250.423248671471,179,6,272.813548991871,179,6,287.413221781306,178,6,265.354736851948,179,6,213.181166078485,2021/12/2 12:25:19
404,167,6,334.864402118772,167,6,317.9315284202,167,6,345.90403480985,173,6,367.178282710644,173,6,348.736659489358,178,6,285.019732295598,2021/12/2 12:25:19
405,173,6,290.29828864434,173,6,292.763699309239,173,6,315.705469452832,174,6,320.520359634898,174,6,298.581708910866,178,6,262.380332211697,2021/12/2 12:25:19
406,173,6,324.602940818972,173,6,318.674374322877,173,6,346.514247096372,177,6,348.913925766837,178,6,318.607472104921,176,6,292.108369842568,2021/12/2 12:25:19
407,175,6,289.811598537616,175,6,418.77962611503,175,6,447.039379494662,176,6,446.827419788062,177,6,377.981959317907,179,6,289.94190615485,2021/12/2 12:25:19
408,177,6,269.640428315235,177,6,289.656610721119,177,6,311.304619950889,177,6,307.957770815084,177,6,276.466427755426,178,6,284.491538547616,2021/12/2 12:25:19
409,178,6,309.604784402806,178,6,357.743813325906,178,6,370.587346908508,176,6,351.317636593132,176,6,317.138096381982,179,6,321.465472431308,2021/12/2 12:25:19
410,173,6,352.789858085061,173,6,343.592385585491,173,6,350.112559746858,174,6,311.129238078759,173,6,267.608490344184,176,6,325.81883058414,2021/12/2 12:25:19
411,165,6,245.981637657149,165,6,297.245023900648,165,6,339.215891436249,173,6,332.004200301586,174,6,306.53296150219,175,6,280.999269747598,2021/12/2 12:25:19
412,175,6,368.47494553152,175,6,328.266792204535,175,6,344.049474544052,173,6,310.81038712759,170,6,285.412931135481,176,6,341.769473142309,2021/12/2 12:25:19
413,175,6,384.982395462579,175,6,444.716216935931,175,6,487.72581976902,173,6,457.000755994422,172,6,402.845580380168,175,6,366.324371574643,2021/12/2 12:25:19
414,170,6,362.273649545793,170,6,350.829284518781,170,6,365.346537741051,178,6,348.645083219105,177,6,326.807109569214,178,6,365.649505699985,2021/12/2 12:25:19
415,164,6,239.368486744113,164,6,276.446797823795,164,6,338.493211984544,170,6,362.594045800803,172,6,370.017554674347,175,6,329.883347001705,2021/12/2 12:25:19
416,171,6,419.14969276489,171,6,483.355365296635,171,6,465.753112858076,170,6,438.347448980485,170,6,397.713633113293,177,6,363.183187890051,2021/12/2 12:25:19
417,174,6,342.038326350456,174,6,406.121953187361,174,6,411.668121172416,172,6,410.032249079165,172,6,387.924289890692,177,6,350.317513514259,2021/12/2 12:25:19
418,167,6,399.208817694812,167,6,453.901647864851,167,6,446.076695793341,172,6,423.182204984609,174,6,380.875321134804,176,6,370.632077249116,2021/12/2 12:25:19
419,161,6,199.359174268582,161,6,266.09961824845,161,6,327.146612379497,171,6,351.833506014116,173,6,362.817920174589,176,6,295.402444552444,2021/12/2 12:25:19
420,172,6,457.267997737189,172,6,565.878280543237,172,6,527.083347532683,173,6,481.287538843738,173,6,420.849705129465,178,6,354.758642366443,2021/12/2 12:25:19
421,172,6,363.677499298896,172,6,445.810594548752,172,6,415.004011819214,177,6,380.891182615301,176,6,342.274294317497,176,6,316.209821727829,2021/12/2 12:25:19
422,173,6,222.664682858995,173,6,268.149223835711,173,6,296.56587070545,177,6,300.79327927037,176,6,298.857468359753,177,6,263.506589911187,2021/12/2 12:25:19
423,174,6,353.298534201616,174,6,486.0368916653,174,6,443.316782238845,172,6,399.615895087131,171,6,346.820884188173,177,6,291.944072669902,2021/12/2 12:25:19
424,178,6,305.360194145325,178,6,332.739126198625,178,6,305.184788096486,178,6,283.613790964817,178,6,264.231070757335,177,6,274.464159202314,2021/12/2 12:25:19
425,177,6,242.460751704037,177,6,250.290978588806,177,6,264.987993124037,177,6,262.732663559824,176,6,245.039245014433,177,6,233.041642935891,2021/12/2 12:25:19
426,177,6,298.806800913449,177,6,361.092363854379,177,6,351.805846379015,175,6,323.731372606016,175,6,270.50811041308,177,6,242.998315674425,2021/12/2 12:25:19
427,176,6,260.930823526509,176,6,272.957739602798,176,6,268.563439765701,176,6,263.599576742637,176,6,242.149429944114,178,6,219.294864398365,2021/12/2 12:25:19
428,179,6,200.695324023058,179,6,208.475999284286,179,6,213.141430941235,175,6,208.992950517001,174,6,191.066500007364,177,6,191.598757522962,2021/12/2 12:25:20
429,176,6,218.248891489194,176,6,226.517635714789,176,6,224.028983845749,177,6,212.63076830836,177,6,180.444910894646,178,6,180.009738175289,2021/12/2 12:25:20
430,177,6,180.217148726864,177,6,184.00655405286,177,6,180.091023900388,177,6,178.628057010042,176,6,168.483788934792,176,6,167.527502330961,2021/12/2 12:25:20
431,174,6,206.791147670487,174,6,245.535117072771,174,6,237.694522445495,176,6,214.122217434209,175,6,178.896823443233,173,6,173.929766544591,2021/12/2 12:25:20
432,175,6,216.09835158658,175,6,208.551097530994,175,6,208.787975496032,178,6,196.267930297656,178,6,171.190409862813,177,6,177.158328486193,2021/12/2 12:25:20
433,174,6,147.659861077813,174,6,186.618911758043,174,6,208.993398844986,172,6,206.028366626277,171,6,181.894489118133,173,6,149.248766867311,2021/12/2 12:25:20
434,164,6,143.674152777117,164,6,145.818610534325,164,6,157.647436573765,175,6,159.949794185135,176,6,147.832624581208,177,6,134.916352884696,2021/12/2 12:25:20
435,161,6,100.533775419093,161,6,103.915577976448,161,6,124.183452755487,171,6,143.908992627867,173,6,155.088903978507,173,6,150.170525783156,2021/12/2 12:25:20
436,172,6,147.8657737813,172,6,158.755169850582,172,6,164.185567909862,176,6,160.172560714038,177,6,141.738692625856,177,6,137.189785970662,2021/12/2 12:25:20
437,172,6,102.546816035302,172,6,125.361467735346,172,6,137.821491573102,178,6,142.518363312733,176,6,133.64906737094,175,6,113.585907080988,2021/12/2 12:25:20
438,170,6,87.0484702861558,170,6,99.5222536611256,170,6,119.206132305122,178,6,122.598909597474,178,6,107.58582935851,179,6,95.6300810286805,2021/12/2 12:25:20
439,167,6,86.7012314872255,167,6,126.809500615567,167,6,144.537622033552,177,6,148.376800654812,176,6,144.811196754597,175,6,124.317691903884,2021/12/2 12:25:20
440,162,6,66.3584679897791,162,6,101.611320271232,162,6,112.090861973672,173,6,120.41927936953,173,6,127.065751641113,177,6,115.960888011586,2021/12/2 12:25:20
441,168,6,90.6594845875554,168,6,112.317910153033,168,6,123.815464818936,173,6,119.727815978406,174,6,109.629726408675,175,6,102.225248678231,2021/12/2 12:25:20
442,151,6,80.95665952223,151,6,128.161505973027,151,6,134.376848268381,163,6,130.104755339817,168,6,119.678188610282,178,6,103.395286557431,2021/12/2 12:25:20
443,139,5,68.2400927305564,139,5,75.3631348701546,139,5,68.7785348344856,164,6,79.343754562389,170,6,98.6564100315066,173,6,110.958220050263,2021/12/2 12:25:20
444,150,6,100.748964701191,150,6,123.086447764572,150,6,124.519817396386,175,6,115.249127968886,174,6,96.2906810505567,179,6,100.905106125262,2021/12/2 12:25:20
