frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v
frameIndex,thumb_angle,thumb_angle_interval,thumb_v,index_angle,index_angle_interval,index_v,middle_angle,middle_interval,middle_v,ring_angle,ring_interval,ring_v,pinky_angle,pinky_interval,pinky_v,palm_angle,palm_interval,palm_v,date_now
445,152,6,49.331463300909,152,6,98.3654749741342,152,6,105.503561084021,173,6,102.203706399479,171,6,96.2287480256346,175,6,83.9896202089326,2021/12/2 12:25:20
446,172,6,89.1841390178091,172,6,95.1405343272062,172,6,99.102454126762,178,6,95.5287081739598,176,6,83.0165539409705,177,6,86.0865587761462,2021/12/2 12:25:20
447,170,6,99.181688752552,170,6,132.769563583967,170,6,125.573970696465,175,6,111.798237760563,174,6,97.8021376725875,178,6,89.887859489675,2021/12/2 12:25:20
448,175,6,102.187700820908,175,6,109.899712764803,175,6,116.142142054456,177,6,107.937931928403,178,6,92.5784189255369,178,6,82.9492204431284,2021/12/2 12:25:20
449,167,6,79.5267234658843,167,6,71.9665424616973,167,6,77.6918033949813,176,6,73.7348728469515,176,6,64.3398239925532,173,6,67.2478889082079,2021/12/2 12:25:20
450,151,6,38.4850867077217,151,6,68.6064245265824,151,6,83.7549623774514,163,6,81.3144399090841,166,6,71.219363603424,175,6,45.4772769330145,2021/12/2 12:25:20
451,176,6,35.3393125463675,176,6,50.2187894835787,176,6,46.8213407086664,163,6,44.2174953196815,169,6,50.7133522481397,171,6,50.1066020125066,2021/12/2 12:25:20
452,141,5,21.0636703508023,141,5,27.9320939903187,141,5,21.8149395943496,164,6,19.0923183754221,164,6,24.177334363416,171,6,32.1178616667329,2021/12/2 12:25:20
453,157,6,38.1113949471496,157,6,45.2224596999025,157,6,38.7845305085879,169,6,32.8588211591825,169,6,31.3874953457208,168,6,40.8880423903611,2021/12/2 12:25:20
454,128,5,12.9255076130572,128,5,17.8422944458465,128,5,19.5132928684587,161,6,21.1678919991704,167,6,24.8316241954987,161,6,27.4399087857779,2021/12/2 12:25:20
455,95,4,18.7179658414599,95,4,18.8528727273097,95,4,19.4271872617833,149,5,26.3342905195066,156,6,35.7300640058052,152,6,33.9291233536413,2021/12/2 12:25:20
456,155,6,8.28142822906538,155,6,13.8652978246924,155,6,29.3185789265658,178,6,37.5954135521941,179,6,40.1466682573725,178,6,29.5205354624152,2021/12/2 12:25:20
457,130,5,8.31278869867384,130,5,29.2458525480673,130,5,44.6267028241378,175,6,48.7482377196971,175,6,45.3315309038311,174,6,26.5799859922616,2021/12/2 12:25:20
458,160,6,11.3161907074586,160,6,13.5968665647239,160,6,20.8751597667162,171,6,23.5579456532718,166,6,25.6854567834007,174,6,26.5058159760013,2021/12/2 12:25:20
459,172,6,62.5828836066015,172,6,60.7240246113833,172,6,58.1357888383975,167,6,43.4830989572624,158,6,32.6272307462805,169,6,51.9252036838958,2021/12/2 12:25:20
460,169,6,47.6705294883201,169,6,36.6993243576745,169,6,42.5081942314653,177,6,36.9877159313237,162,6,28.6731004021918,174,6,41.3395434301387,2021/12/2 12:25:20
461,167,6,24.4949870620582,167,6,21.1828810763269,167,6,32.5557550465376,162,6,37.7884466854786,162,6,40.0768936345781,174,6,40.606400224556,2021/12/2 12:25:20
462,154,6,18.3610965644248,154,6,11.4623565566524,154,6,13.0443343532439,162,6,21.6587059612776,163,6,27.6053948075517,169,6,31.1621138308761,2021/12/2 12:25:20
463,168,6,22.2608562831646,168,6,28.8094190568156,168,6,24.7726332272147,161,6,27.1759310735434,163,6,27.7819103625458,176,6,25.8518569412047,2021/12/2 12:25:20
464,170,6,29.0672625990473,170,6,35.9757311967851,170,6,38.3743360889629,162,6,39.9476303444043,156,6,35.0890174842076,167,6,24.0710100589673,2021/12/2 12:25:20
465,160,6,34.1664678283495,160,6,34.8359000170596,160,6,38.9097016035422,168,6,36.1435361931938,166,6,28.9065213001638,163,6,31.5209481047596,2021/12/2 12:25:20
466,162,6,32.2738943812024,162,6,30.7089671866528,162,6,33.2327761525086,169,6,33.0335326382728,168,6,29.0296566342452,160,6,24.3169368639436,2021/12/2 12:25:20
467,163,6,44.8859899334545,163,6,40.1576251536169,163,6,34.4177011161192,171,6,32.4945285194473,174,6,30.3629385441089,167,6,29.0338398938277,2021/12/2 12:25:20
468,168,6,43.3187004667247,168,6,39.5156452527985,168,6,29.0871020518253,177,6,29.4958544343471,175,6,33.4862918484978,170,6,32.2636907865563,2021/12/2 12:25:20
469,151,6,46.9934153533152,151,6,57.3916422546435,151,6,53.605249704787,158,6,51.1621154232884,165,6,47.4065498255526,164,6,31.0850349016883,2021/12/2 12:25:20
470,152,6,22.8039550948128,152,6,21.7369068324937,152,6,15.2059055937775,136,5,15.7984012446081,143,5,23.2241734034703,160,6,33.7700017293363,2021/12/2 12:25:20
471,170,6,50.7497040706911,170,6,54.6826920648807,170,6,46.3866949476402,171,6,39.2734111938862,167,6,28.3641513505171,167,6,36.7927434456033,2021/12/2 12:25:20
472,169,6,23.8874622149737,169,6,37.0174939442917,169,6,41.4685738938922,177,6,44.7653095759346,176,6,40.6246185427279,173,6,24.9991689492598,2021/12/2 12:25:20
473,171,6,22.0408382100473,171,6,29.7113165373455,171,6,35.017529178565,173,6,39.0721832926739,174,6,36.5937108005356,176,6,18.5469562021331,2021/12/2 12:25:20
474,152,6,22.1382512094045,152,6,17.4202888269725,152,6,20.0892678126093,173,6,25.2577259056325,169,6,26.8279811879945,160,6,15.9331915883022,2021/12/2 12:25:20
475,125,5,5.79471673465209,125,5,3.14236844728984,125,5,1.54703538549523,145,5,6.89914150470479,136,5,8.97932362861123,143,5,7.30229888777858,2021/12/2 12:25:20
476,94,4,11.9551252872015,94,4,11.9701757118181,94,4,11.4228529929785,148,5,12.7702603984397,141,5,10.7113462674126,171,6,12.9422714372218,2021/12/2 12:25:20
477,43,2,15.2889020971476,43,2,19.0054570898706,43,2,14.2168039411471,160,6,11.1413608227158,167,6,16.1944722326487,150,6,15.4534173293849,2021/12/2 12:25:20
478,170,6,6.32754015372316,170,6,6.01643416177323,170,6,6.58670807242165,151,6,7.76164117985792,150,6,8.33290019369116,117,4,6.17589514816963,2021/12/2 12:25:20
479,148,5,13.7313165809958,148,5,10.7042257549494,148,5,10.773175897838,64,3,10.8348202508706,76,3,9.00710377347126,130,5,3.75812830524024,2021/12/2 12:25:20
480,147,5,8.81147929211767,147,5,17.449299951506,147,5,15.7599980181117,122,5,12.8941692379597,133,5,10.9170895934157,131,5,5.13486444843508,2021/12/2 12:25:20
481,161,6,9.67669754967463,161,6,11.0136569828904,161,6,8.68914195783134,126,5,9.45235682504032,121,5,9.30178144561588,161,6,6.60639224515118,2021/12/2 12:25:20
482,140,5,9.5427719902316,140,5,12.5605943236735,140,5,16.2415454531686,165,6,24.6978754528866,137,5,28.4669046033507,164,6,12.1950845653143,2021/12/2 12:25:20
483,41,2,16.4444776002055,41,2,17.5814428887169,41,2,16.2880331542582,92,4,10.0475740067356,151,6,7.07760192615947,147,5,8.00806851259543,2021/12/2 12:25:21
484,160,6,31.2787661223437,160,6,16.3590415886299,160,6,17.2828351465996,68,3,9.5247790501236,132,5,13.6446888057907,124,5,11.7090982227383,2021/12/2 12:25:21
485,72,3,12.0973668186662,72,3,8.28177209103831,72,3,5.59864684880725,119,4,5.93150417324764,149,5,10.8154874530056,127,5,6.97414403394223,2021/12/2 12:25:21
486,128,5,10.7946772447256,128,5,19.501980828099,128,5,21.9592122780537,162,6,18.2775714150178,155,6,13.5984661812956,173,6,17.0243200755244,2021/12/2 12:25:21
487,132,5,7.75825572420056,132,5,14.138509075978,132,5,14.1662624851038,131,5,10.9208904099495,152,6,8.94683818507059,142,5,12.7233318521741,2021/12/2 12:25:21
488,164,6,21.2641194426663,164,6,11.2603241988053,164,6,9.96392735399859,146,5,9.36192158223684,138,5,14.7761093503725,147,5,12.3796398609151,2021/12/2 12:25:21
489,109,4,7.69856213688545,109,4,14.6537240676441,109,4,13.3076031560298,152,6,10.2853839112269,144,5,9.07457946899048,176,6,13.221671286251,2021/12/2 12:25:21
490,113,4,6.25527915658319,113,4,11.6478178556525,113,4,16.0373312539858,167,6,13.3493863047343,158,6,8.65093520992354,167,6,10.6949117874396,2021/12/2 12:25:21
491,162,6,14.0624731569329,162,6,20.522687553521,162,6,26.0673708514693,162,6,23.9642932417874,156,6,18.1442702488728,164,6,10.4539586576935,2021/12/2 12:25:21
492,175,6,20.9399667677105,175,6,34.3165190318767,175,6,36.1812893663374,172,6,31.2998197357486,171,6,24.4376496455081,171,6,17.1088530219137,2021/12/2 12:25:21
493,174,6,24.5143407091662,174,6,24.5986653674577,174,6,27.673820835722,170,6,26.3189397271088,165,6,19.2324664363493,165,6,13.8512736244623,2021/12/2 12:25:21
494,170,6,32.1975054815906,170,6,23.3783216753134,170,6,26.1850764993157,153,6,25.9527323583162,158,6,21.7795973692095,171,6,16.1965677931876,2021/12/2 12:25:21
495,168,6,30.4329859904402,168,6,8.9623895063775,168,6,6.98828053656697,154,6,10.0200253205997,161,6,10.8873880331504,167,6,16.4918506280216,2021/12/2 12:25:21
496,129,5,20.7270892725489,129,5,10.9932377877577,129,5,10.4154174847657,164,6,10.3991911783666,166,6,10.5494847235896,172,6,11.9833152569552,2021/12/2 12:25:21
497,131,5,11.2101002521344,131,5,8.4647934280932,131,5,7.55758215049056,149,5,10.987886880484,146,5,14.2467716767985,149,5,19.0480436112219,2021/12/2 12:25:21
498,142,5,10.9352678274479,142,5,14.4797607053894,142,5,14.9592150473943,131,5,16.2062513018012,139,5,13.9675561604204,132,5,14.956019655653,2021/12/2 12:25:21
499,117,4,20.2760367776361,117,4,18.8864902763748,117,4,18.2072388799114,114,4,18.0312132799357,131,5,18.870595456683,128,5,12.5975432312812,2021/12/2 12:25:21
500,91,4,9.02494280276809,91,4,14.4795860165532,91,4,14.3869405927691,169,6,11.1214526449664,149,5,10.7558023826411,173,6,12.1064745940029,2021/12/2 12:25:21
501,53,2,13.0979691931016,53,2,17.6684069670883,53,2,21.579540567629,160,6,22.1403146339608,174,6,23.2484964330017,164,6,15.6573770859218,2021/12/2 12:25:21
502,166,6,32.5016176591304,166,6,62.8145013139418,166,6,54.6513180869545,174,6,42.0372038397089,172,6,31.1548837761951,171,6,30.1615496292072,2021/12/2 12:25:21
503,173,6,52.5169314806762,173,6,64.5417413519872,173,6,61.8607104131006,170,6,51.9123642225997,163,6,42.1315958137757,168,6,36.2816089071277,2021/12/2 12:25:21
504,176,6,63.5299024108327,176,6,120.53552371538,176,6,123.394432183154,176,6,114.089145074148,176,6,106.382610289608,175,6,69.5627836694219,2021/12/2 12:25:21
505,173,6,75.0029018213497,173,6,130.196861549972,173,6,139.487687897787,175,6,133.072210215874,172,6,118.455699896326,172,6,79.085449333849,2021/12/2 12:25:21
506,174,6,103.018323375062,174,6,140.221571905773,174,6,146.456491608444,176,6,142.870283495451,174,6,138.157398973278,173,6,107.467997528842,2021/12/2 12:25:21
507,173,6,123.786347630219,173,6,145.870678667669,173,6,160.987586782326,177,6,164.725344070129,178,6,164.503988262199,176,6,120.72840166198,2021/12/2 12:25:21
508,176,6,178.758549835704,176,6,181.217865682643,176,6,205.373882315544,178,6,202.023812728836,179,6,184.379372848722,178,6,142.07856511312,2021/12/2 12:25:21
509,177,6,190.972246044265,177,6,211.496469133809,177,6,230.386708327545,175,6,224.60540293326,174,6,211.80853794843,177,6,178.813886546407,2021/12/2 12:25:21
510,177,6,303.958541526858,177,6,345.666243223695,177,6,316.306297982482,177,6,275.469977930599,176,6,231.218008858696,176,6,227.031207750948,2021/12/2 12:25:21
511,175,6,251.66138280707,175,6,296.66883007669,175,6,255.728992727264,177,6,238.378765372662,178,6,227.770653337523,178,6,224.985381043053,2021/12/2 12:25:21
512,175,6,302.457558368267,175,6,347.435907580339,175,6,321.80266191505,170,6,291.707014247318,171,6,255.850671497115,175,6,260.314545493008,2021/12/2 12:25:21
513,174,6,314.817174072958,174,6,277.351588133296,174,6,282.783555945808,168,6,275.918470858309,169,6,259.811976071444,176,6,264.129170218255,2021/12/2 12:25:21
514,175,6,288.152447747427,175,6,321.981745610477,175,6,320.911483594003,173,6,315.221729577505,174,6,297.279979781619,178,6,256.945157944992,2021/12/2 12:25:21
515,176,6,361.035863674686,176,6,378.832247560832,176,6,362.863047181038,174,6,347.485891711454,175,6,316.010718021688,176,6,308.911796989447,2021/12/2 12:25:21
516,178,6,331.701544076177,178,6,292.167334357829,178,6,322.584047604765,171,6,328.944432653877,172,6,316.819334809055,176,6,301.192044161541,2021/12/2 12:25:21
517,173,6,325.937295556047,173,6,413.690530616864,173,6,407.398316523234,168,6,393.902889348986,170,6,360.001486803831,177,6,346.363814876059,2021/12/2 12:25:21
518,173,6,276.676486970284,173,6,255.09942472355,173,6,273.924017471887,169,6,286.323040307822,170,6,289.975969280201,178,6,305.808084827452,2021/12/2 12:25:21
519,178,6,289.936789592504,178,6,321.207865349289,178,6,365.784318229249,177,6,381.481688149533,177,6,364.866338763647,178,6,313.629282370361,2021/12/2 12:25:21
520,174,6,289.681640930711,174,6,286.987982619781,174,6,307.706801415461,178,6,318.305799002502,178,6,312.681926287753,176,6,307.864067373299,2021/12/2 12:25:21
521,179,6,271.677633295942,179,6,324.202766230534,179,6,342.824438981981,179,6,352.572705429742,178,6,339.716443100298,179,6,318.847171832643,2021/12/2 12:25:21
522,176,6,282.589295129065,176,6,334.426485480159,176,6,353.778566487723,178,6,357.415150817332,178,6,341.897179540654,179,6,325.921328084636,2021/12/2 12:25:21
523,173,6,287.825863687174,173,6,314.220770183315,173,6,322.417835774691,176,6,334.005681700427,177,6,334.473435014271,179,6,321.772308634975,2021/12/2 12:25:21
524,174,6,296.027899975596,174,6,335.705599131221,174,6,346.713240621536,175,6,348.894648390667,176,6,331.800102354285,179,6,318.236431066152,2021/12/2 12:25:21
525,179,6,274.356358803079,179,6,339.303602376737,179,6,352.801451487499,179,6,358.05763455171,178,6,354.374790608256,179,6,306.006854440501,2021/12/2 12:25:21
526,178,6,288.656751141016,178,6,336.660028637457,178,6,347.358301528375,177,6,345.89449459936,177,6,334.993419239914,178,6,305.461473408935,2021/12/2 12:25:21
527,176,6,290.825214988354,176,6,335.891508220967,176,6,340.219136153778,177,6,340.143164352667,177,6,333.311161327892,177,6,312.529204151726,2021/12/2 12:25:21
528,177,6,270.993159725989,177,6,343.542621924394,177,6,368.810164912964,179,6,362.814339745628,179,6,343.389991019578,178,6,303.879627960888,2021/12/2 12:25:21
529,174,6,256.435240184971,174,6,304.393708025416,174,6,323.16461827745,173,6,326.004063288995,174,6,319.142548051314,176,6,281.926848356185,2021/12/2 12:25:21
530,173,6,339.028271072342,173,6,424.154385772419,173,6,420.548465477989,165,6,389.284797154851,167,6,339.327854576971,174,6,310.877219982837,2021/12/2 12:25:21
531,174,6,278.847847960211,174,6,298.991489059708,174,6,327.697063518985,171,6,330.380885307807,172,6,323.555961439128,178,6,303.172990044042,2021/12/2 12:25:21
532,175,6,308.801979667995,175,6,333.646987685111,175,6,362.437153453659,176,6,359.01857111599,176,6,333.130524554379,177,6,298.699471114882,2021/12/2 12:25:21
533,178,6,294.651976380478,178,6,323.375562038621,178,6,353.729090124303,179,6,354.748519254754,178,6,334.579516185952,178,6,299.926123281804,2021/12/2 12:25:21
534,173,6,278.45338739795,173,6,317.107283221913,173,6,350.977030746821,178,6,347.26549673769,178,6,315.335227128022,179,6,280.10426429651,2021/12/2 12:25:21
535,170,6,241.513064293128,170,6,257.932589511562,170,6,292.66222732784,176,6,306.787633931324,177,6,299.025227611267,176,6,279.254964728418,2021/12/2 12:25:21
536,175,6,248.788294430497,175,6,299.666826642257,175,6,337.304580796113,177,6,336.485965422021,177,6,301.406434910164,177,6,273.534333660462,2021/12/2 12:25:21
537,171,6,215.89269225052,171,6,256.760188268077,171,6,292.04464349548,174,6,306.132163663685,174,6,297.958849743425,175,6,263.500831186488,2021/12/2 12:25:21
538,178,6,251.660397050146,178,6,275.801757062476,178,6,305.284420124404,175,6,307.473518794489,175,6,282.354803012451,179,6,270.201648777389,2021/12/2 12:25:22
539,176,6,246.922901494938,176,6,237.465396185008,176,6,258.201170007609,173,6,262.000146863995,173,6,244.113262365154,178,6,263.477386951279,2021/12/2 12:25:22
540,172,6,276.096599264182,172,6,289.688520626016,172,6,314.565532057723,171,6,305.143626310683,172,6,266.304695006672,176,6,262.184312807232,2021/12/2 12:25:22
541,168,6,201.437423730488,168,6,212.498919378834,168,6,243.438949859931,170,6,253.56682274147,171,6,241.062698706606,176,6,224.859071195167,2021/12/2 12:25:22
542,173,6,256.395819378242,173,6,244.567818501355,173,6,267.627028833652,172,6,270.154243443977,172,6,248.302233655091,177,6,249.505209389802,2021/12/2 12:25:22
543,179,6,228.971346578295,179,6,232.894815057143,179,6,265.712576296431,177,6,280.113453414359,177,6,266.937927444141,179,6,245.823041273838,2021/12/2 12:25:22
544,173,6,179.846203362626,173,6,195.649570260228,173,6,230.09781267324,174,6,250.86699633802,174,6,241.563362112295,177,6,201.926956486985,2021/12/2 12:25:22
545,164,6,160.33241224176,164,6,164.801077656158,164,6,182.384646512199,162,6,189.450202923339,162,6,178.409118185829,169,6,167.86506047951,2021/12/2 12:25:22
546,171,6,277.434335316064,171,6,346.094145064894,171,6,377.911287522268,169,6,350.11945610887,169,6,305.493678615071,166,6,208.813983556757,2021/12/2 12:25:22
547,174,6,164.289982703676,174,6,254.737742740141,174,6,296.953164111,167,6,320.560162731411,170,6,273.836803672784,176,6,177.665985634482,2021/12/2 12:25:22
548,157,6,178.304800143247,157,6,184.95487820709,157,6,177.598982005203,168,6,164.58152503891,170,6,128.808587687376,167,6,143.119018452563,2021/12/2 12:25:22
549,159,6,169.521635667262,159,6,289.655400734269,159,6,316.170760082314,165,6,313.222235416111,163,6,282.469154443316,166,6,178.149936199985,2021/12/2 12:25:22
550,164,6,140.861240954322,164,6,115.693557764258,164,6,110.772331850411,166,6,117.853212197981,165,6,120.131582246054,174,6,140.46696729743,2021/12/2 12:25:22
551,165,6,93.4526143432601,165,6,133.283394199534,165,6,140.559547315258,174,6,133.368500477587,174,6,110.83579690212,172,6,96.0529021525375,2021/12/2 12:25:22
552,177,6,109.239231718797,177,6,112.828902116496,177,6,102.093727505286,174,6,94.738960671274,174,6,88.3844850080779,176,6,102.531927657773,2021/12/2 12:25:22
553,160,6,125.662547349552,160,6,112.87665630032,160,6,110.00750528898,174,6,105.702215131745,173,6,99.1643541842968,173,6,108.691293834615,2021/12/2 12:25:22
554,165,6,55.1612405623826,165,6,109.005569436481,165,6,113.400232771756,167,6,108.345516551001,172,6,95.6978111698264,175,6,73.7602332114399,2021/12/2 12:25:22
555,156,6,87.9065922271925,156,6,72.0253950005024,156,6,55.578818225417,158,6,47.7370027631408,165,6,47.9336855271866,173,6,72.7094903381977,2021/12/2 12:25:22
556,154,6,82.7027492993214,154,6,138.4149209241,154,6,160.304872476611,103,4,158.737576119284,128,5,146.705195128317,162,6,85.1706451725967,2021/12/2 12:25:22
557,148,5,78.8657634011209,148,5,38.2834927894249,148,5,35.5026240410196,98,4,35.5910170064911,125,5,39.0059368042922,176,6,62.1838153562664,2021/12/2 12:25:22
558,149,5,54.1316256346525,149,5,127.151076114778,149,5,146.672583662374,78,3,149.354422580424,132,5,117.528546615793,169,6,45.2394844577272,2021/12/2 12:25:22
559,138,5,46.1159867870005,138,5,17.704826582614,138,5,18.1897991003338,74,3,13.1106420942579,129,5,13.648188528793,164,6,30.7859565680239,2021/12/2 12:25:22
560,140,5,70.3863950252515,140,5,101.482725562713,140,5,101.762595955258,15,1,96.1669156618649,31,2,70.5868585438268,155,6,34.367320955119,2021/12/2 12:25:22
561,150,6,34.5994790034615,150,6,22.741587571722,150,6,31.3623541531856,33,2,24.9674055574654,60,3,16.289137319222,174,6,15.9903518248042,2021/12/2 12:25:22
